Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Burundi,BDI,Population growth (annual %),SP.POP.GROW,,1.929599617,1.905762744,1.944835382,2.065805927,2.22488089,2.430112589,2.575569562,2.540748448,2.280674644,1.890704762,1.453285425,1.117108152,0.9886104818,1.1393001,1.482230072,1.873538506,2.192154315,2.430194522,2.549352782,2.584210267,2.593364374,2.618788701,2.654507633,2.710043639,2.768785421,2.820667707,2.832539302,2.776995595,2.641791882,2.45479768,2.289546589,2.144806199,1.959113387,1.725439826,1.48210589,1.213015056,1.018212346,1.030811486,1.310064368,1.767228872,2.273350542,2.699733659,3.012624772,3.169974038,3.217168102,3.246097539,3.288916349,3.301182346,3.287161878,3.256196461,3.207713007,3.159785095,3.133498082,3.136756792,3.156907954,3.177014855,3.181200079,3.166911697,3.128932148,3.07610176,
Belgium,BEL,Population growth (annual %),SP.POP.GROW,,0.3322059458,0.3980547868,0.7476069307,0.9464775357,0.9081370017,0.6754635671,0.5566455549,0.3933911077,0.2831696692,0.0986136915,0.1822470715,0.3915859075,0.3146587657,0.3146336646,0.2889781611,0.178674447,0.1234796454,0.09329995981,0.08988255126,0.110211166,-0.00263715434,-0.02717688348,-0.007944470691,-0.001501707787,0.02978642264,0.03564885078,0.08525214081,0.3179262454,0.3632479859,0.2982357063,0.3715931657,0.4057134959,0.3906385178,0.3081970737,0.209436838,0.1953931762,0.241991885,0.2135276507,0.229189103,0.2425179562,0.3439511576,0.4482688948,0.4186415081,0.4327882481,0.5500557081,0.659558215,0.7343308308,0.7899768455,0.8045995726,0.9136393916,1.301002902,0.6201635793,0.471340144,0.4439292885,0.5794462417,0.5063000025,0.3852280184,0.4551846953,0.5404613271,0.4798382825,
Benin,BEN,Population growth (annual %),SP.POP.GROW,,1.398619057,1.490620227,1.584214388,1.680619416,1.778396308,1.874090511,1.962197657,2.036656575,2.093888449,2.1406701,2.181711565,2.225555792,2.277675898,2.340398842,2.410129397,2.480400397,2.544921638,2.60135651,2.64871307,2.689537877,2.732320149,2.777493469,2.817149932,2.852027793,2.885283002,2.90247054,2.925520105,2.988502512,3.101019754,3.234835391,3.377241447,3.47909842,3.500700115,3.426009883,3.29359954,3.145638825,3.028241603,2.958688181,2.95165994,2.983861929,3.023782383,3.043235856,3.039605885,3.005315906,2.952371363,2.897521298,2.854098759,2.823522041,2.809426641,2.805976233,2.803761755,2.797721181,2.790716434,2.78209237,2.771837886,2.761360928,2.749902222,2.734856203,2.71521855,2.692373813,
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,,1.34292186,1.334339712,1.351283294,1.403836458,1.479192592,1.562378096,1.63532,1.68920042,1.717322412,1.729121182,1.741077839,1.762967973,1.79184759,1.83041161,1.878083335,1.922691457,1.971204755,2.040125196,2.13355953,2.240726279,2.351338987,2.447803734,2.519601816,2.559675697,2.577862197,2.590172504,2.606009086,2.621729313,2.639540005,2.659198504,2.676957423,2.692933875,2.709647467,2.727312649,2.745974099,2.764769129,2.783847605,2.802865929,2.822245665,2.842006974,2.858807814,2.875951284,2.898479666,2.927591386,2.959171309,2.989003742,3.01189362,3.024898725,3.02644987,3.019212844,3.009045176,2.997403812,2.981663984,2.961875333,2.939350568,2.915213081,2.890750882,2.866979114,2.844596498,2.823230736,
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,,2.771546736,2.77561887,2.816698003,2.906866566,3.012123005,3.150239976,3.23045269,3.141833338,2.850255095,2.44704269,2.002390797,1.655747591,1.507269009,1.620042646,1.907848377,2.238437512,2.496349568,2.668067242,2.718195326,2.685759996,2.636987401,2.612847007,2.599426575,2.605614616,2.620578258,2.634987613,2.630229366,2.595031948,2.523386815,2.429600981,2.325300363,2.233027864,2.168257758,2.140079812,2.134497633,2.130477876,2.111544531,2.077336931,2.022751815,1.952390462,1.886286259,1.820058047,1.731269203,1.615199537,1.484746964,1.347121031,1.226630505,1.145647438,1.116806435,1.124806897,1.143828671,1.154006105,1.155950914,1.142930216,1.119091033,1.095288404,1.075535249,1.0535703,1.029196649,1.002774181,
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,,0.9581558813,0.8752590336,0.8103783244,0.8160940496,0.7319110353,0.6547012022,0.6297474809,0.7119647427,0.7685096687,0.6547273625,0.5499965145,0.4652137422,0.5206334406,0.6679673607,0.4827393079,0.4331634607,0.5190988804,0.1118047546,0.1350115727,0.4024887447,0.3332688252,0.2958127833,0.2495466008,0.2339723097,-0.001473113502,-0.02651975453,0.1471092926,0.1123724238,-1.170038599,-1.803750479,-0.9904259801,-1.073853191,-0.7976658515,-0.3395860795,-0.4453985005,-0.5157298796,-0.6087973545,-0.6673027011,-0.5606482248,-0.4938964166,-1.990632204,-2.17069878,-0.7921136376,-0.7547969513,-0.7529774455,-0.7595059155,-0.735282284,-0.7019227445,-0.6442813625,-0.6582754466,-0.6412289205,-0.5792205964,-0.5596472174,-0.5683892641,-0.6380694682,-0.7013820978,-0.7304431753,-0.7220804052,-0.7039056411,-0.6002415185,
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,,3.312162493,3.073790765,2.848046928,2.629295856,2.454216934,2.295883996,2.204578191,2.315132943,2.648370004,3.138962674,3.559479342,3.934099043,4.428497046,5.039779613,5.646038466,6.255514563,6.621093402,6.480978517,5.80586643,4.865902413,3.875872216,3.113899883,2.683685171,2.683305111,2.950637507,3.294916694,3.513952537,3.548255082,3.357253369,3.039308338,2.751521166,2.579428941,2.479136572,2.464294043,2.53461014,2.619816678,2.772189507,3.106261206,3.65459387,4.315314275,4.837379326,5.248676155,5.75751788,6.360400534,6.903368144,7.501540256,7.775983565,7.324218649,6.127009516,4.600184745,2.960815592,1.690358099,1.153907053,1.587599572,2.642766637,3.856576946,4.678047471,4.921024296,4.468687834,3.615324808,
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,,4.974963195,5.058421132,5.031008732,4.877520598,4.643502166,4.414190946,4.174491238,3.873018752,3.479306581,3.064011828,2.63248225,2.256767285,2.034674039,1.956290022,2.026807349,2.099616676,2.152374227,2.198883321,2.213243114,2.20758881,2.222157132,2.232453915,2.206805824,2.117844118,2.009144165,1.875481229,1.760415368,1.706119849,1.717628152,1.76749062,1.848345656,1.905433951,1.875707812,1.749497004,1.557507007,1.347512852,1.184241178,1.120152621,1.184627896,1.345045172,1.522680224,1.6514242,1.761055854,1.825953873,1.85017573,1.885766682,1.901559199,1.848035245,1.70786519,1.514784775,1.30075352,1.105707898,0.980106184,0.9387602199,0.9599644088,0.9900057325,1.007285341,1.012800167,0.9936594895,0.9612534955,
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,,1.932433809,1.946030536,1.900718605,1.78139587,1.614745823,1.4320976,1.275707436,1.170491267,1.136991338,1.151655705,1.182965231,1.198143124,1.190090154,1.147078454,1.08198925,1.002807522,0.9375649367,0.9105668165,0.9336201268,0.9865604129,1.014703561,1.006269108,0.9967083909,0.9853780262,0.9509489861,0.9920720782,0.9778842655,0.6662851057,-0.03644114048,-0.989770812,-2.130834582,-3.153745279,-3.723278706,-3.553828824,-2.768239302,-1.702293621,-0.7559276467,-0.04636962348,0.241117328,0.2087656967,0.1155769183,0.1031284194,0.07418666235,0.05354504881,0.03022766662,0.00239019891,-0.06989706872,-0.226950769,-0.4890662956,-0.818853336,-1.20286774,-1.546958415,-1.745364744,-1.722307312,-1.526304511,-1.264728458,-1.030880199,-0.8270634518,-0.6922669964,-0.6132979853,
Belarus,BLR,Population growth (annual %),SP.POP.GROW,,0.8891313629,0.9710874702,1.016188232,1.02576999,1.001232581,0.9995867471,1.01992951,1.00683742,0.9616299769,0.8855019421,0.832542427,0.8019035414,0.7405770735,0.6493962802,0.5289506603,0.468634365,0.5510239649,0.6530463487,0.617512036,0.6137222155,0.6924018775,0.6774120126,0.6830140218,0.6783805695,0.6537614434,0.6793911635,0.6748065698,0.2864058054,0.2954211897,0.1900650829,0.04613558626,0.2196907185,0.2207717933,-0.1181960173,-0.3244148296,-0.336671341,-0.4156044434,-0.4504352372,-0.4500298435,-0.4711313346,-0.5129666883,-0.6365656664,-0.6998091909,-0.6821694722,-0.68300556,-0.612296198,-0.4588475356,-0.3454150543,-0.2459154413,-0.218522756,-0.2342829142,-0.1566176002,-0.03838000027,0.05615156751,0.1328532367,0.08772108787,-0.109782323,-0.213824207,-0.201786601,-0.4234752503,
Belize,BLZ,Population growth (annual %),SP.POP.GROW,,2.818656573,2.803007156,2.807475448,2.857984062,2.917186241,2.996492779,3.025607386,2.935884808,2.723106722,2.414665905,2.114428576,1.871083017,1.670565979,1.543398033,1.480926188,1.400135389,1.357445338,1.438613038,1.660538303,1.989948093,2.351726747,2.617701916,2.820828346,2.860130244,2.814558333,2.781154296,2.770733972,2.654702586,2.454232765,2.201018709,1.89184126,1.654165253,1.684442644,2.030602899,2.585787702,3.185076498,3.637516611,3.839585626,3.721869308,3.426692846,3.088756585,2.829033688,2.648068009,2.596749223,2.599403201,2.622138768,2.606314178,2.572052793,2.520902564,2.45178027,2.381294716,2.324130368,2.254274143,2.19127515,2.116860418,2.049363877,1.982397008,1.922979057,1.882598378,1.845295592,
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,,2.447285652,2.388821517,2.333085676,2.484599859,2.424361161,1.780462463,1.941808586,1.904819497,1.869213301,1.834913867,-0.7299302482,-0.7352974305,-0.7407441278,-0.7462721202,-0.7518832414,0.3766482795,0.3752349619,0.3738322111,0.3724399091,1.604164574,0.6926750262,0.72218162,0.8637229465,0.8775967961,0.8383314336,0.8470474166,0.8105502109,0.8571776124,0.8430947301,0.820876765,-0.51543457,-0.724394407,0.5361486823,0.6935661736,0.7155725694,0.6390011316,0.6101522751,0.7345224065,0.5596113698,0.8902087736,1.079335217,0.650636983,0.6543271363,0.6532113101,0.6474133987,0.573530641,0.5640957382,0.5915767746,0.5545851399,-0.7831181044,-0.8636164958,0.3617758773,0.3127915708,0.2105441883,0.1518696361,-1.05247098,-1.060534596,0.07199199009,-0.009387320866,-0.0156474933,
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,,1.949529074,1.966141177,1.98374496,2.005132925,2.028575592,2.050018725,2.0685873,2.088880537,2.111933649,2.135848326,2.156506046,2.172763274,2.186834767,2.1983876,2.205915837,2.215541517,2.220130018,2.207425367,2.1739192,2.128595642,2.078033245,2.037104553,2.017033169,2.024172347,2.049086594,2.076674315,2.096932116,2.111611912,2.117128852,2.115822569,2.113279611,2.109266264,2.099598648,2.083142389,2.061716624,2.037962435,2.013019658,1.987166222,1.960521346,1.933502534,1.905800736,1.877066952,1.847197475,1.816186054,1.784145707,1.751710988,1.719890149,1.691117977,1.666170773,1.643581068,1.622359801,1.600043615,1.574579287,1.544977169,1.512942433,1.480195967,1.449144413,1.421890804,1.399133355,1.379527583,
Brazil,BRA,Population growth (annual %),SP.POP.GROW,,2.9111137,2.921449282,2.908778683,2.868020496,2.80848866,2.748109909,2.693171235,2.635760545,2.576979284,2.519732597,2.460882066,2.408581124,2.375059433,2.364459527,2.368917449,2.373059877,2.371178009,2.369530218,2.366856485,2.360482982,2.355192712,2.341859987,2.305650878,2.241798255,2.159943013,2.073964828,1.994822996,1.923233431,1.862958436,1.811518838,1.759414194,1.707339233,1.664862312,1.633788884,1.609710307,1.588838302,1.563731974,1.528961881,1.481109752,1.424167442,1.366955955,1.31274755,1.257379967,1.201294141,1.145884772,1.090192573,1.037864683,0.994310572,0.9619467153,0.9379593067,0.9159651785,0.8935255067,0.8736056958,0.8557959641,0.8388389533,0.8237521525,0.8071452454,0.7838442597,0.7515508421,0.7128727911,
Barbados,BRB,Population growth (annual %),SP.POP.GROW,,0.3168341736,0.3898002313,0.4328110476,0.4083556142,0.3519130105,0.2837759779,0.2441063518,0.2447764684,0.3038697299,0.3908925453,0.500222343,0.593835837,0.6409444991,0.6425853379,0.6173601161,0.5776312183,0.5425831262,0.5084848403,0.4573856487,0.4133131436,0.3591179376,0.308254116,0.2802294762,0.2751410755,0.2997542073,0.3338680136,0.3474861251,0.3706129407,0.381939489,0.3732049623,0.3744900091,0.3727124257,0.3717074135,0.3873202992,0.4001150675,0.4097551333,0.4244910434,0.4282661792,0.4153480755,0.3896928355,0.3613941305,0.3403451062,0.3315359931,0.346425292,0.3759954974,0.417122464,0.4408683531,0.4457204858,0.4138652345,0.3636122308,0.3029458112,0.2509331897,0.2098621878,0.1866042617,0.1760934381,0.1649376605,0.1506922161,0.1434883265,0.1328310818,0.1218680077,
