Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.859303465,9.626361262,13.96690791,8.800002298,9.897258,9.529371319,9.876949218,11.10491554,11.96482723,22.01856943,18.67639576,18.31281893,17.86140781,16.32704918,16.64916469,18.02684075,17.73422351,18.03301895,19.71137504,17.90444031,14.13274122,13.10746416,13.3477448,11.94432078,11.21909861,10.49746113,
American Samoa,ASM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.851115552,3.483191121,3.09479917,3.007395948,2.727778457,0.6327800047,0.543744361,2.173055582,2.027069419,0.5774190514,1.410813117,1.401230907,2.576810739,2.40073668,2.098691287,2.957803174,1.748832334,1.91175944,1.913782633,1.789457639,1.669373642,1.58317581,1.593232221,1.681854642,1.758306491,1.783750822,1.738093436,1.788258822,2.566804883,2.337441865,1.858969167,1.636267572,2.040435797,2.189907927,2.651385738,
Australia,AUS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.4362171817,0.3892912843,0.4398708105,0.4394316703,0.3469921923,0.2944674668,0.2904517795,0.2958163089,0.3506469953,0.3674163919,0.4209711662,0.4185912054,0.3972808668,0.5076719603,0.4938818802,0.55879058,0.5775937345,0.7372034497,0.7983804806,0.801373648,0.7611245721,0.7624721183,0.5917691338,0.35301997,0.3955816811,0.1192904262,0.1291219006,0.1237578974,0.125583288,0.1366779615,0.124726594,0.1284002417,0.1178022294,0.1394062844,0.1342843276,0.1352958354,0.1357545496,0.1571336873,0.1446295057,0.1438132668,0.1624686594,0.1752109377,0.155532076,0.1549448301,0.1587495077,0.1610215761,0.1704541426,0.1508745418,0.1303030332,0.12588061,0.08966640753,
Austria,AUT,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.1078313756,0.1386467686,0.1643192593,0.178193518,0.2300355263,0.2177961209,0.2450840281,0.2308395966,0.2482257139,0.2683336547,0.2982309394,0.3152099658,0.309588545,0.2974286844,0.2907391799,0.2902439062,0.306007883,0.322414724,0.3367076105,0.3527451182,0.3813645457,0.4444206396,0.4179253192,0.4039143802,0.4151326383,0.420025596,0.41487448,0.4300433291,0.6490579123,0.8330090376,0.9146539407,0.8981881965,0.9260155641,0.9517333087,0.8362666363,0.7319087885,0.748534358,0.7491598777,0.7382928948,0.7720259629,0.7605602268,0.7530498602,0.7396617651,0.7581529688,0.7320408805,0.7496919148,0.7294856256,0.7086531379,0.6640603932,0.6667190232,0.692510347,
Azerbaijan,AZE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1241025401,0.129016667,0.1311380071,0.1415537174,1.189409764,1.083523317,1.824283477,2.618998555,2.143222133,2.345268582,4.705181625,3.765974905,3.83576948,3.107983275,2.832699889,2.665497632,2.870406812,2.856009747,2.336926018,2.453905665,2.392800872,1.698415998,2.773413677,2.601811667,2.646993247,3.293076698,
Burundi,BDI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00456527294,0.00640599104,0.0009008321657,0.01400597475,0.2261530887,1.58478021,1.69766897,2.033399792,1.990035054,1.983968482,2.079345822,1.644155773,1.144465761,1.227188643,1.811081464,1.836588913,1.605702451,
Belgium,BEL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,1.008397816,0.9265637577,0.9111829811,0.9446946537,0.8956873873,0.8981165581,0.9060207238,0.9091982331,0.9735348156,0.9358649053,0.9473737602,0.9152035987,0.8535736607,0.8811659951,1.666423431,1.745048065,1.887100073,1.906289575,2.038412567,1.883699392,1.713987356,1.771851809,1.713011108,1.62620515,1.729700952,1.691187089,1.661416147,1.75500262,1.816552491,1.777429211,1.784817797,1.780455529,1.909412409,2.025613622,2.294993422,2.28358795,2.241136753,2.251614943,2.241335162,2.271428066,2.263488445,2.265743437,2.274522625,2.291398778,2.275056171,2.432353033,
Benin,BEN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,1.331006386,2.598888567,4.014740686,5.223800089,6.054420165,6.147332921,5.47960564,4.802502841,2.914546766,4.002874768,4.001959697,3.852703318,3.803760426,3.854656473,4.389256448,6.079799922,5.155674241,5.938797784,8.040204866,4.787478975,5.599355265,4.559875265,3.596517949,3.090703329,3.632387485,2.040219204,2.439672293,2.265660605,1.814534976,1.035679596,1.01961631,2.237318484,2.78178391,2.947634939,2.123710954,1.298511817,1.463703002,1.610217817,1.864795455,1.987566703,2.293338376,1.883092277,1.875687117,1.541349043,1.393470232,1.507767302,1.317065898,
Burkina Faso,BFA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,4.784810653,5.069787766,5.224849632,5.317017609,5.291103116,6.272252591,7.799528758,8.635958318,6.286997801,7.074640811,6.18117767,8.110941122,9.410453436,7.31190571,7.149283127,5.935923149,4.503686283,3.603386457,3.837526497,3.663731358,4.239294266,3.285468037,2.938649726,3.01678972,2.555254331,2.050519916,2.268420247,1.564567968,1.621437226,1.13372742,0.8147443655,0.9219259287,1.038520217,1.107254653,1.055312012,1.019754124,1.191560133,1.829988329,1.671685976,2.294425846,2.842340671,3.253722397,3.096412695,2.954848789,2.867515593,2.888163939,2.591099388,
Bangladesh,BGD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.1854409822,0.8172605737,0.8691266016,1.099475884,1.867161932,1.88176747,2.841847986,3.64817268,2.64653898,2.255417149,2.64665008,3.077652095,2.87302745,2.633545497,2.464893948,2.485233373,2.875409362,3.037325226,3.408134039,3.16729632,2.895575156,3.164102816,3.212565379,3.524037661,3.686596776,3.897946271,5.222669239,5.305388203,5.504373149,6.21301842,7.557205064,8.242884912,9.757161286,10.26627609,9.412125648,9.383758248,10.58794022,9.245224563,8.669052862,7.840701094,6.130693205,5.407025411,5.680302234,6.069266414,6.732466404,
Bulgaria,BGR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3375569579,0.4471550213,0.3371489625,0.3120790406,0.4396510785,5.825081455,7.175288162,8.12715425,6.586040666,5.399903323,4.992569872,3.813870738,3.524406249,3.059760464,2.629944348,2.571489653,2.66824516,2.986840826,2.9514377,2.943444718,3.087024429,3.7054231,3.628851423,3.398905689,1.366331258,
Bahrain,BHR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.19516884,39.96778817,28.39657508,25.85890557,22.22886541,20.45165465,20.21354421,18.15682457,16.70428167,17.02550948,14.21912274,12.07592143,10.60911729,10.50286513,10.71769786,10.77455036,11.35259663,11.10438998,10.91382131,11.1558396,11.21490334,11.37243747,9.315143297,
Belarus,BLR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002456852829,0.002678806312,0.2039695065,0.6322489171,0.3291241174,0.354092466,0.5107720788,0.8966105338,0.5439172664,0.552272336,0.9204729685,1.034377638,0.6574511543,0.7257610355,0.6367415116,0.9599515528,0.9902882161,1.005373923,1.442085307,1.60325547,1.606689245,1.56228906,1.649994478,2.046407398,2.291025039,2.408411793,2.202775612,1.682259581,
Belize,BLZ,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,8.279614996,9.899185829,10.53366281,6.884098564,5.29533032,5.946352072,4.477216119,3.507819318,3.808626085,2.945348786,2.230978796,2.239844622,2.688339619,3.467857165,3.395536466,3.332308765,2.988727845,3.270294128,2.900586163,3.268795986,3.200547595,4.053577512,5.271084844,5.750186797,5.660239446,5.965067783,5.673530993,5.156329541,4.986917792,4.710724343,4.81813281,4.922113361,5.402715354,4.854079944,4.828683599,4.883523061,7.375483452,
Bermuda,BMU,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.24625651,21.42955833,19.925213,20.22336166,19.0129001,18.61791495,18.66949558,18.94421005,20.82452773,21.72037969,20.95597074,21.08497167,20.02616992,20.67351466,23.00409082,
Bolivia,BOL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,0.0512448086,0.05577181995,0.05321666977,0.02261755903,0.0309261256,0.0800305523,0.0483222327,0.0922093949,0.09401084715,0.1115806299,0.2021049798,0.1989072392,0.09787682199,0.180238297,0.09450275966,0.06363139709,0.06732940753,0.07323865199,0.07523517403,0.08041433627,0.1446538898,1.071202347,1.04030039,1.158709968,1.510732576,1.661602526,1.428122334,1.956932357,2.399952434,3.529556061,5.265289553,8.043840312,6.805183849,6.101098489,4.886670551,4.352523438,4.100250144,3.918347631,3.566976427,3.608942543,3.672932807,3.753793546,3.445923814,3.265948534,3.080363292,
Brazil,BRA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.06346574585,0.05288278102,0.0345914604,0.05642139199,0.03298120185,0.04675781128,0.04805918881,0.02100885914,0.01529080155,0.02442391756,0.01896814781,0.01559570594,0.01483800953,0.01037837046,0.03457932839,0.1466502225,0.3239842689,0.5457238851,0.3385865588,0.3936274597,0.3837088403,0.242113829,0.17798783,0.1431034211,0.2503159906,0.2059035366,0.2587421722,0.3930579814,0.4096277063,0.4202239462,0.3146311766,0.2967752553,0.2366087102,0.2147933732,0.1733152923,0.1395666733,0.1228749928,0.1129336404,0.1099018841,0.1078119433,0.1607419079,0.1525754191,0.1307851437,0.1530302933,0.1711353784,0.2468427591,
Barbados,BRB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,2.608492437,2.290795639,2.213753191,2.019803495,2.116177355,2.118257036,0.8989602537,0.9917387498,0.777542306,0.6836478124,0.7721491043,0.5782043821,0.6977847858,1.654570056,1.762507859,1.595083024,1.883574823,2.234502905,2.784874808,2.68254101,2.658801977,2.746987441,2.876912074,3.08199204,3.079425962,3.343697322,3.699950972,4.254378785,4.025784645,4.066053902,3.788897417,2.472978762,2.071094794,2.966927343,2.114120184,2.563567115,1.807258194,3.162496322,3.304118057,4.083421702,4.018246801,4.200175924,3.221520134,2.175917844,2.129503397,2.079423887,2.451724543,
Brunei Darussalam,BRN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007246449033,
Bhutan,BTN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.2558810775,0.2510500724,0.2890458866,0.3943796438,0.5344655858,0.5886290166,1.018633644,0.6721431736,0.7494316888,0.9810603639,1.590731821,1.761118433,2.376448329,2.234480507,3.603430817,
Botswana,BWA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,12.14531445,16.50761952,15.25385346,9.735652182,7.108591811,7.288589753,6.944590153,5.559753916,4.767162252,4.028511352,2.805395779,2.674857773,2.763987981,2.067924306,1.601350254,2.257445074,2.117788356,2.266802911,1.785678703,1.640606841,1.169721608,0.8923427647,0.8152233253,0.7568352357,0.4806521927,0.3203145332,0.3262098438,0.3506879683,0.3635629422,0.8781099585,1.187071363,1.024464413,0.8427741878,0.4278016901,0.1481331636,0.1745669982,0.1329462939,0.1258910895,0.2416114453,0.2946286728,0.2212693404,0.1632512796,0.2421401149,0.2619679279,0.3577263073,0.2364632248,
Central African Republic,CAF,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,0.3875382876,0.1618514947,,0.004750595138,0.001588983383,0.00488003077,0.003187246734,0.003316284581,0.00246403005,0.001912950043,0.001800726702,0.001722254928,0.001778301684,0.005608596735,0.01029423418,0.01064897571,0.01242740421,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Canada,CAN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08053388355,0.08871494732,0.0751654323,0.07814722938,0.09686294774,0.07446017761,0.08270687122,0.08352312056,0.07507101765,0.08061465493,0.07958827122,0.08229522908,0.08016498242,0.08367165633,0.08703789038,0.07414367131,0.06843956686,0.0686186551,0.07237845076,0.07483343654,0.08186624803,0.08438018959,0.07689394882,0.0750910158,0.07530259699,0.04994656329,
Central Europe and the Baltics,CEB,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3851292894,0.5166680102,0.5024932575,0.5100437196,0.581941732,0.5246089189,0.8523656052,0.9893564077,1.01293219,1.165083739,1.561077905,1.785321846,1.918432875,1.828557141,1.655664801,1.588093217,1.524483618,1.52018819,1.589240902,2.053115641,2.102549672,2.221817115,2.304360842,2.264959875,2.151381686,2.202012948,1.996444294,
Switzerland,CHE,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.4962443498,0.3942693701,0.4577225278,0.4804096874,0.4526001464,0.4488464935,0.4091747766,0.3907859892,0.3829999659,0.3625431607,0.3472547974,0.3668309723,0.37287893,0.3862633199,0.4018568094,0.417177251,0.4083636878,0.4094199136,0.4037699286,0.4091963469,0.3555349681,0.4094461892,0.3950729882,0.4223212567,0.4180554558,0.4093444409,0.4045002715,0.3638259865,0.3883416879,0.4194947438,0.4134040404,0.3622033566,0.3497162556,0.3419248777,0.3276387813,0.3584671782,0.3628653815,0.3679046608,0.3467842425,0.3483770895,0.3909403482,
Channel Islands,CHI,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.004912566332,0.005096183461,0.005648796667,0.002117404967,0.002246644982,0.0003840211945,0.004349908479,0.00120795241,,,,,,,,,,0.01708173744,0.01676530396,0.0177811399,0.01559949799,0.01169232342,0,0,0,0,0.03012831648,0.028519091,0.0281137054,0.02696518985,0.02554315619,0.02326411511,0.02418515844,0.02577506552,0.02401928692,0.02347563677,0.02483048494,0.02804092472,
China,CHN,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.3010000017,0.2349506448,0.1550318943,0.08756396867,0.1480525379,0.08353940539,0.1044777353,0.05430631114,0.05429837983,0.1016815677,0.1450825026,0.1419688753,0.1518629338,0.04764835634,0.1935752653,0.4772234958,0.03342911495,0.04844619048,0.06258174426,0.09026458596,0.1600129474,0.2785861191,0.3396440715,0.1459803858,0.1569507918,0.1924639453,0.1988667025,0.1805179504,0.2240130416,0.2194050345,0.2000136343,0.1858866257,0.285523157,0.2992769245,0.2393182328,0.2329409383,0.1749256881,0.1281119973,0.1283865369,
Cote d'Ivoire,CIV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,0.3115638163,0.3052064477,0.2533783986,0.2804577547,0.3084991062,0.3162938414,0.3665881986,0.3820478328,0.3952720562,0.3646095016,0.3445196185,0.3909730324,0.425502626,0.4157821458,0.3630294649,0.4116584745,0.3952645307,0.4439971189,0.5211420938,1.328068395,1.373229543,0.8134705199,0.755662301,0.7266569622,0.7289531795,0.7197522951,0.6900720816,0.6651704226,0.6663143747,0.6771344275,0.6791168659,0.6602078508,0.643032798,0.5860671856,0.9335380881,1.070067244,1.082265349,1.011192433,0.8998514933,0.7927732414,0.7342239878,0.7139383423,0.5963483395,0.5723812037,0.56080225,0.5277325896,
Cameroon,CMR,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,0.0587721238,0.4403631733,0.4342018241,0.2876870403,0.4075630119,0.2028169075,0.1430109606,0.2001866207,0.09791173811,0.1007000159,0.295750204,0.1867096217,0.06197233293,0.2071792987,0.1257069918,0.1280681742,0.1034457129,0.1208808482,0.1257170307,0.200143716,0.1331878518,0.2091503246,0.1536641964,0.2372219962,0.472217455,0.5491773298,0.3947706616,0.6219775598,0.7002612849,0.5869368208,0.6627010376,0.4179624435,0.7167344005,0.6977525419,0.7238023127,0.7786877017,0.7504043535,0.7953773501,0.8775994331,0.834431984,0.8962487685,0.8187766059,
"Congo, Dem. Rep.",COD,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07438682273,0.08856965392,0.05257789473,0.07428551031,0.1045667613,0.07280072248,4.363432444,2.920379061,3.064155587,2.106462278,3.07657919,1.598178192,2.83091979,3.866088318,4.119617365,2.276553331,
"Congo, Rep.",COG,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,0.2844175412,0.2576470522,0.1861820245,0.1331214075,0.09866038142,0.07674726529,0.04957669853,0.02616580889,0.002342240436,0.0004344306581,0.2003034917,0.1843107911,0.1563831814,0.1596143894,0.1473378995,0.1599747438,0.241144637,0.2003408341,0.3077633118,0.1969462364,0.09938266666,0.4956185487,0.3207281692,0.4333463746,0.03877367045,0.3535711832,0.3211108951,0.1711220535,0.1636164809,0.1899993836,0.1864184916,0.3505945217,0.2520231605,0.3974746065,0.3862849199,0.4012376337,0.2321974259,0.2505953201,0.07541887017,,,,,
Colombia,COL,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,0.3611933598,0.2821545328,0.2629335297,0.2889098754,0.2916662446,0.1755908301,0.3324337272,0.419734824,0.3259181151,0.3614835841,0.3173582796,0.4397009643,0.2232598833,0.1859032519,0.2039049324,0.3152367263,1.190527646,1.718293029,1.167993409,1.181080053,1.034610529,1.791540135,1.096390146,0.7038713353,1.1852007,0.8811389167,0.7750467804,0.725222817,0.8186656363,1.522346916,1.611951294,2.093801283,2.531509345,3.250183682,2.724349479,2.297506452,2.412569077,2.163233562,1.993026963,1.774914359,1.406617339,1.224478557,1.083430487,1.164523393,1.093046077,1.704227443,1.835748853,1.865686813,1.997341398,2.199958211,2.552741001,
Comoros,COM,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.7627630422,0.6222587513,1.286673615,0.9586414227,1.158554821,2.149783441,1.706537754,2.015023798,2.070972507,2.309676667,2.312558976,2.380414816,3.498092597,3.53951279,4.772402122,3.065021139,,,,,,,,5.859081438,7.685739236,8.267359293,9.04848692,9.306018277,11.06584643,11.09057499,9.609485846,10.57329214,10.84847472,0,13.9021544,13.65030752,11.52660304,12.21398626,14.52057215,14.13319688,18.40216154,
Cabo Verde,CPV,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,,,,,,,,,,,,,,,,,,,,,28.16568034,22.6552783,18.38290065,14.83864149,15.61732575,15.07100499,14.45575722,15.4837423,16.17128098,17.83537854,19.27080429,19.50007971,21.28255772,15.59719642,21.01763655,21.7306947,19.99081624,15.57586788,14.12915596,13.45599868,16.64625843,14.37844852,13.69165074,13.32306566,12.27150963,14.06335605,12.32731384,9.167749572,8.66445351,7.922591413,7.865710956,9.479261812,10.1601047,9.506683782,10.5910007,12.58163087,12.71040272,12.24621713,11.92509955,12.17577798,14.42745518,
